precision,recall,f1-score,support
0.8061224489795918,0.797979797979798,0.8020304568527918,99.0
0.6428571428571429,0.6545454545454545,0.6486486486486487,55.0
0.7467532467532467,0.7467532467532467,0.7467532467532467,0.7467532467532467
0.7244897959183674,0.7262626262626263,0.7253395527507203,154.0
0.7478134110787172,0.7467532467532467,0.7472512396370264,154.0
